"200","2013","COUNTRY CATERERS BBQ INC","CATR","","","6217 CR 21 B","","","KEYSTONE HEIGHTS","FL","32656","14","","COUNTRY CATERERS","","6271 CR 21 B","","","KEYSTONE HGHTS","FL","32656","14","(352)473-3728","5","20","CAT1400167","20","20","06/01/2020","01/30/2020","0","Risk Level 2",""
"200","2014","TATE RANDALL","MFDV","","","10020 SE CR 2082","","","GAINESVILLE","FL","32641","11","352-222-6737","RAND'Y RIB SHACK","","9475 NE JACKSONVILLE RD","","","ANTHONY","FL","32617","52","352.629.2765","5","05","MFD1150110","20","20","06/01/2020","06/29/2019","0","Risk Level 1",""
"200","2014","MARTIN KENNITH L","MFDV","","KENNETH L MARTIN","737 NW 3 ST","","","GAINESVILLE","FL","32601","11","352.301.2566","MARTIN'S MOBILE KITCHEN","","737 NW 3RD ST","","","GAINESVILLE","FL","32601","11","352.371.9995","5","06","MFD1150089","45","20","06/01/2019","06/29/2019","0","Risk Level 1",""
"200","2010","RAD ADVENTURES INC","NOST","","","1624 NW 1 AVE","","","GAINESVILLE","FL","32603","11","3809291","SWAMP PREP KITCHEN (THE)","","1624 NW 1 AVE","","","GAINESVILLE","FL","32603","11","3809291","5","06","NOS1102932","20","20","06/01/2020","09/24/2019","0","Risk Level 1",""
"200","2010","SERVICE ACE LLC","NOST","","LITTLE CAESARS ","1606 NW 10 ST","","","OCALA","FL","34475","12","","LITTLE CAESARS","","698 MACCLENNY AVE","","","MACCLENNY","FL","32063","12","2597959","5","20","NOS1200131","20","20","06/01/2020","02/13/2020","0","Risk Level 1",""
"200","2010","ITALIAN GATOR INC","NOST","","","1728 W UNIVERSITY AVE #A","","","GAINESVILLE","FL","32603","11","3674600","ITALIAN GATOR PIZZA","","1728 W UNIVERSITY AVE #A","","","GAINESVILLE","FL","32603","11","3674600","5","06","NOS1102756","20","20","06/01/2020","10/22/2019","0","Risk Level 1",""
"200","2010","SERVICE AMERICA CORPORATION","NOST","","","1 INDEPENDENCE POINTE STE 305","","","GREENVILLE","SC","29615","741","864.248.2000","CENTERPLATE","","11211 N COUNTY RD 225","","","GAINESVILLE","FL","32609","11","(352)378-0120","5","03","NOS1102212","20","20","06/01/2020","03/14/2019","0","Risk Level 1",""
"200","2010","SERVICE ACE LLC","NOST","","SERVICE ACE LLC ","1606 NW 10 ST","","","OCALA","FL","34475","14","","LITTLE CAESARS","","207 ORANGE STREET","","","STARKE","FL","32091","14","904.964.3300","5","20","NOS1400212","20","20","06/01/2020","11/20/2019","0","Risk Level 1",""
"200","2010","TOWER ROAD FIVE STAR INC","NOST","","","13521 NE 204 DR","","","WALDO","FL","32694","11","352.378-9606","FIVE STAR PIZZA","","600 NW 75 ST STE D","","","GAINESVILLE","FL","32607","11","352.333-7979","5","05","NOS1102862","20","20","06/01/2020","01/16/2020","0","Risk Level 1",""
"200","2010","HARRY'S OF GAINESVILLE LLC","SEAT","","C/O JUSTIN GRIFFIN","110 SE 1 ST STE A","","","GAINESVILLE","FL","32601","11","(352)372-1555","HARRYS OF GAINESVILLE","","110 SE 1 ST","","","GAINESVILLE","FL","326016825","11","(352)372-1555","5","06","SEA1102437","20","20","06/01/2020","11/18/2019","198","Risk Level 2",""
"200","2010","CRACKER BARREL OLD COUNTRY STORE INC","SEAT","","","305 HARTMANN DR","","","LEBANON","TN","37087","743","","CRACKER BARREL #167","","4001 SW 43 ST","","","GAINESVILLE","FL","32608","11","352 375 2424","5","10","SEA1102439","20","20","06/01/2020","01/29/2020","204","Risk Level 2",""
"200","2010","BOSTON MARKET CORP","SEAT","","BOSTON MARKET CORP ","14103 W DENVER PKWY","","","GOLDEN","CO","804013116","11","","BOSTON MARKET #559","","6483 NEWBERRY RD","","","GAINESVILLE","FL","326054337","11","(352)331-1519","5","10","SEA1102477","20","20","06/01/2020","12/23/2019","77","Risk Level 2",""
"200","2010","KPG INV INC","SEAT","","KPG INV INC ","8280 PRINCETON SQ BLVD SUITE 8","","","JACKSONVILLE","FL","32256","26","904-733-4440","KRYSTAL","","582 N TEMPLE AVE","","","STARKE","FL","32091","14","3688151","5","20","SEA1400206","20","20","06/01/2020","01/09/2020","52","Risk Level 2",""
"200","2010","CAPTAIN D'S LLC","SEAT","","ATTN: KIM DREIFORT-JAMES","PO BOX 780358","","","WICHITA","KS","67278","716","","CAPTAIN D'S #3376","","804 S WALNUT","","","STARKE","FL","320914402","14","904.964.8100","5","20","SEA1400094","20","20","06/01/2020","03/02/2020","70","Risk Level 2",""
"200","2010","CEDAR RIVER SEAFOOD OF STARKE","SEAT","","","900 S WALNUT ST","","","STARKE","FL","320914418","14","(352)964-8282","CEDAR RIVER SEAFOOD","","900 S WALNUT ST","","","STARKE","FL","320914418","14","904.964.8282","5","20","SEA1400186","20","20","06/01/2020","03/02/2020","158","Risk Level 2",""
"200","2010","SAILORMEN INC","SEAT","","","9500 S DADELAND BLVD #800","","","MIAMI","FL","33156","23","","POPEYES LOUISIANA KITCHEN #129","","1050 WALNUT STREET","","","STARKE","FL","32091","14","9645418","5","20","SEA1400194","20","20","06/01/2020","01/24/2020","62","Risk Level 2",""
"200","2010","KPG INVESTMENTS INC","SEAT","","","8280 PRINCETON SQ BLVD W STE 6","","","JACKSONVILLE","FL","32256","26","904-733-4440","KRYSTAL","","7700 W NEWBERRY RD","","","GAINESVILLE","FL","32606","11","352.332-8584","5","06","SEA1102892","20","20","06/01/2020","01/27/2020","54","Risk Level 2",""
"200","2010","PITA PIT GAINESVILLE INC","SEAT","","","1702 W UNIVERSITY AVENUE SUITE C","","","GAINESVILLE","FL","32608-1800","11","3523594762","PITA, BURGERS & BEER","","1702 W UNIVERSITY AVE #C","","","GAINESVILLE","FL","32603","11","6924400","5","06","SEA1102893","20","20","06/01/2020","12/19/2019","82","Risk Level 2",""
"200","2010","TUNG JIMMY","SEAT","","","3831 P.O BOX ","","","ORLANDO","FL","32802","58","3778686","BENTO CAFE","","3832 W NEWBERY RD 1-J","","","GAINESVILLE","FL","32607","11","3778686","5","05","SEA1102912","20","20","06/01/2020","02/11/2020","48","Risk Level 2",""
"200","2010","PRIMETIME FOODS LLC","SEAT","","MARK'S PRIME STEAKHOUSE","201 SE 2 AVE, UNIT 102","","","GAINESVILLE","FL","32601","11","352-336-0077","MARKS US PRIME","","201 SE 2 AVE, UNIT 102 & 103","","","GAINESVILLE","FL","32601","11","3360077","5","06","SEA1102927","20","20","06/01/2020","01/06/2020","156","Risk Level 2",""
"200","2010","SYNC INC","SEAT","","SYNC INC SUBWAY #2716","8110 CYPRESS PLAZA DR STE 202","","","JACKSONVILLE","FL","32256","12","","SUBWAY #2716","","1374 S 6 ST","","","MACCLENNY","FL","320638622","12","(386)259-2455","5","20","SEA1200060","20","20","06/01/2020","07/11/2019","28","Risk Level 1",""
"200","2010","RGMS INC","SEAT","","RGMS INC","P O BOX 387","","","MACCLENNY","FL","32063","12","","BURGER KING","","1620 S 6 ST","","","MACCLENNY","FL","32063","12","(386)259-1616","5","20","SEA1200113","20","20","06/01/2020","08/14/2019","76","Risk Level 1",""
"200","2010","CLIFNEL INC","SEAT","","","1200 NE 5 TER","","","GAINESVILLE","FL","32601","11","","PARAMOUNT GRILL","","12 SW 1 AVE","","","GAINESVILLE","FL","32601","11","(352)378-3398","5","06","SEA1102545","20","20","06/01/2020","01/09/2020","60","Risk Level 2",""
"200","2010","J CURT INC","SEAT","","Darleen Randall","100 SW 75 ST STE 208","","","GAINESVILLE","FL","32607","11","3523319803","MCDONALDS","","2880 NW 13 ST","","","GAINESVILLE","FL","326092817","11","(352)377-7170","5","03","SEA1100975","20","20","06/01/2020","01/30/2020","129","Risk Level 1",""
"200","2010","J CURT INC","SEAT","","J CURT INC","100 SW 75 ST STE# 208","","","GAINESVILLE","FL","32607","11","","MCDONALDS","","3826 SW ARCHER RD","","","GAINESVILLE","FL","326082340","11","(352)373-3826","5","10","SEA1101152","20","20","06/01/2020","11/25/2019","125","Risk Level 1",""
"200","2010","BOC VAN N","SEAT","","GOLDEN BUDDHA RESTAURANT","613 NW 16 AVE","","","GAINESVILLE","FL","32601","11","(352)372-4282","GOLDEN BUDDHA RESTAURANT","","613 NW 16 AVE","","","GAINESVILLE","FL","326014035","11","(352)372-4282","5","06","SEA1101298","20","20","06/01/2020","01/08/2020","25","Risk Level 2",""
"200","2010","HOOVER FOODS INC","SEAT","","HOOVER FOODS INC ","4030 JOHN'S CREEK PKWY","","","SUWANEE","GA","30024","11","","WENDY'S OLD FASHION HAMBURGERS","","1711 N MAIN ST","","","GAINESVILLE","FL","326093650","11","352.373-7210","5","03","SEA1101462","20","20","06/01/2020","01/22/2020","80","Risk Level 2",""
