"200","2010","BASILICO INC","SEAT","","BASILICO INC","3343 E OAKLAND PARK BLVD","","","FORT LAUDERDALE","FL","33308","16","954.563.1418","CAFE MARTORANO","","3343 E OAKLAND PARK BLVD","","","FORT LAUDERDALE","FL","33308-7216","16","732.232.8782","2","12","SEA1600675","20","20","12/01/2020","09/27/2019","40","Risk Level 2",""
"200","2010","LESTER'S DINER OF FL INC","SEAT","","LESLIE PRESBY/ OFFICE MANAGER","250 SR 84","","","FORT LAUDERDALE","FL","33315","16","954.767.6420","LESTERS DINER","","250 SW 24 ST","","","FORT LAUDERDALE","FL","33315-2545","16","954.525.5641","2","05","SEA1600724","20","20","12/01/2020","09/04/2019","225","Risk Level 2",""
"200","2010","BENIHANA NAT OF FLA CORP","SEAT","","BENIHANA OF TOKYO","21500 BISCAYNE BLVD #900","","","AVENTURA","FL","33180","23","","BENIHANA OF TOKYO STEAK HOUSE","","4343 W TRADEWINDS AVE","","","LAUDERDALE-BY-THE-SE","FL","33308-5015","16","954.776.0111","2","12","SEA1600646","20","20","12/01/2020","03/02/2020","200","Risk Level 2",""
"200","2010","VETMUR INC","SEAT","","","38 NE 1 AVE","","","DANIA","FL","33004-2811","16","","WAYSIDE INN","","38 NE 1 AVE","","","DANIA","FL","33004-2811","16","","2","04","SEA1600652","20","20","12/01/2020","11/25/2019","55","Risk Level 2",""
"200","2010","POKS CORPORATION","SEAT","","","2731 S SR 7","","","WEST PARK","FL","33023","16","954.981.1328","RICE BOWL","","2731 S SR 7","","","WEST PARK","FL","33023","16","954.981.1328","2","07","SEA1601172","20","20","12/01/2020","11/19/2019","50","Risk Level 2",""
"200","2010","YU MUM CHANG","NOST","","","4200 HILL CREST DR #1004","","","HOLLYWOOD","FL","33021","16","9543302188","PUP TENT (THE)","","1345 NW 40 AVE","","","LAUDERHILL","FL","33313-5803","16","954.792.7752","2","10","NOS1601781","20","20","12/01/2020","02/19/2020","0","Risk Level 2",""
"200","2010","LAZAROU ENTERPRISES INC","SEAT","","","220 S FEDERAL HWY","","","HALLANDALE","FL","33009-5627","16","954.454.8300","FLASHBACK DINER","","220 S FEDERAL HWY","","","HALLANDALE","FL","33009-5627","16","954.454.8300","2","07","SEA1600943","20","20","12/01/2020","02/19/2020","120","Risk Level 2",""
"200","2010","JAXSON'S ICE CREAM PARLOR RESTAURANT & COUNTRY STORE","SEAT","","","128 S FEDERAL HWY","","","DANIA","FL","33004-3623","16","954.923.4445","JAXSON ICE CREAM SHOP","","128 S FEDERAL HWY","","","DANIA","FL","33004-3623","16","954.923.4445","2","04","SEA1600979","20","20","12/01/2020","10/30/2019","110","Risk Level 2",""
"200","2010","GAFFAR & GAZALA INC","SEAT","","","1821 E SAMPLE RD","","","POMPANO BEACH","FL","33064-1323","16","954.943.1800","MARYLAND FRIED CHICKEN","","1821  E SAMPLE RD","","","POMPANO BEACH","FL","33064-1323","16","954.943.1800","2","15","SEA1601261","20","20","12/01/2020","11/13/2019","30","Risk Level 1",""
"200","2010","VIN VAN INC","NOST","","","6009 W SUNRISE BLVD","","","SUNRISE","FL","33313-6803","16","954.584.5464","ZUCCARELLI PIZZA","","6009 W SUNRISE BLVD","","","SUNRISE","FL","33313-6803","16","954.584.5464","2","10","NOS1601482","20","20","12/01/2020","11/04/2019","0","Risk Level 2",""
"200","2010","LAUDERDALE LOUNGE INC","SEAT","","","911 SUNRISE LN","","","FORT LAUDERDALE","FL","33304-3315","16","954.563.1493","PARROT (THE)","","911 SUNRISE LN","","","FORT LAUDERDALE","FL","33304-3315","16","954.563.1493","2","11","SEA1601544","20","20","12/01/2020","02/07/2020","140","Risk Level 2",""
"200","2010","CAUSEWAY FOOD SYSTEMS INC","SEAT","","MCDONALD'S RESTAURANT","113 SW 11 CT STE C","","","FORT LAUDERDALE","FL","33315-1241","16","","MCDONALDS #1327","","1630 S FEDERAL HWY","","","FORT LAUDERDALE","FL","33316-2962","16","954.527.1204","2","05","SEA1601650","20","20","12/01/2020","02/10/2020","104","Risk Level 1",""
"200","2010","LAGO MAR C C INC","SEAT","","","500 NW 127 AVE","","","PLANTATION","FL","33325-2314","16","954.472.7044","LAGO MAR C C DINING ROOM","","500 NW 127 AVE","","","PLANTATION","FL","33325-2314","16","954.472.7044","2","37","SEA1600102","20","20","12/01/2020","03/02/2020","209","Risk Level 2",""
"200","2010","EVESYAM LAWRENCE INC","NOST","","","1950 WILTON DR","","","WILTON MANORS","FL","33305-3909","16","954.566.5735","DAIRY QUEEN","","1950 WILTON DR","","","WILTON MANORS","FL","33305-3909","16","954.566.5735","2","03","NOS1600170","20","20","12/01/2020","09/12/2019","0","Risk Level 1",""
"200","2010","FLICKER LITE INC","SEAT","","","1014 N OCEAN DR","","","HOLLYWOOD","FL","33019-1209","16","954.922.4232","FLICKER LITE BAR","","1014 N OCEAN DR","","","HOLLYWOOD","FL","33019-1209","16","954.922.4232","2","04","SEA1600176","20","20","12/01/2020","12/18/2019","75","Risk Level 2",""
"200","2010","HILLSBORO CLUB INC","SEAT","","","901 HILLSBORO MILE","","","HILLSBORO BEACH","FL","33062","16","(954)941-2220","HILLSBORO CLUB DINING ROOM","","901 HILLSBORO MILE (A1A)","","","HILLSBORO BEACH","FL","33062","16","(954)941-2220","2","14","SEA1600020","20","20","12/01/2020","01/16/2020","280","Risk Level 2",""
