"200","2010","NICMAC RESTAURANTS INC","SEAT","","ALEX C RODRIGUEZ","4961 SW 74 CT","","","MIAMI","FL","33155","23","","MCDONALDS RESTAURANT","","7215 SW 8 ST","","","MIAMI","FL","33144","23","","1","28","SEA2300845","20","20","10/01/2020","12/16/2019","25","Risk Level 1",""
"200","2010","AGUDELO TERESA","SEAT","","","702 71 ST","","","MIAMI BEACH","FL","331413022","23","(305)861-5900","MI COLOMBIA","","702 71 ST","","","MIAMI BEACH","FL","331413022","23","(305)861-5900","1","04","SEA2302397","20","20","10/01/2020","12/19/2019","32","Risk Level 2",""
"200","2010","CHONG'S CHINESE REST INC","SEAT","","CHONG'S CHINESE REST ","1164 W FLAGLER ST","","","MIAMI","FL","331301034","23","","CHONG'S CHINESE REST","","1164 W FLAGLER ST","","","MIAMI","FL","331301034","23","5456625","1","15","SEA2301054","20","20","10/01/2020","12/19/2019","74","Risk Level 2",""
"200","2010","INDIAN CK CTRY CB INC","SEAT","","INDIAN CK CTRY CB INC ","55 INDIAN CREEK IS","","","INDIAN CREEK","FL","331542902","23","","INDIAN CK CTRY CB REST","","INDIAN CREEK ISLE","","","MIAMI BEACH","FL","33154","23","(305)866-5751","1","04","SEA2301175","20","20","10/01/2020","01/29/2020","120","Risk Level 2",""
"200","2010","ORIENTAL CHINESE RESTAURANT INC","SEAT","","","1642 SW 8 ST","","","MIAMI","FL","331355220","23","(305)642-8989","ORIENTAL CHINESE RESTAURANT INC","","1642 SW 8 ST","","","MIAMI","FL","331355220","23","(305)642-8989","1","09","SEA2301203","20","20","10/01/2020","11/13/2019","110","Risk Level 2",""
"200","2010","JERRY & JOE'S PIZZA INC","SEAT","","","4799 PALM AVE","","","HIALEAH","FL","330124037","23","(305)822-5751","JERRY & JOE'S PIZZA","","4799 PALM AVE","","","HIALEAH","FL","330124037","23","(305)822-5751","1","13","SEA2300067","20","20","10/01/2020","01/09/2020","20","Risk Level 2",""
"200","2010","MAC-FLO CORP OF FLA","SEAT","","MCDONALD'S #6917","PO BOX 183090","","","COLUMBUS","OH","43218","736","","MAC-FLO CORP OF FLA","","1101 W 49 ST","","","HIALEAH","FL","330123337","23","305.821.5521","1","13","SEA2302754","20","20","10/01/2020","07/19/2019","108","Risk Level 1",""
"200","2010","MYKONOS INCORPORATED","SEAT","","","1201 CORAL WAY","","","MIAMI","FL","33145","23","305-856-3140","MYKONOS RESTAURANT","","1201 CORAL WAY","","","MIAMI","FL","331452961","23","(305)856-3140","1","09","SEA2302860","20","20","10/01/2020","01/29/2020","58","Risk Level 2",""
"200","2010","DUFFY'S TAVERN & SPORTS GRILL INC","SEAT","","","2108 SW 57 AVE","","","MIAMI","FL","331552233","23","(305)264-6580","DUFFY'S TAVERN REST","","2108 SW 57 AVE","","","MIAMI","FL","331552233","23","(305)264-6580","1","20","SEA2301427","20","20","10/01/2020","01/07/2020","64","Risk Level 2",""
"200","2010","BURGER KING CORPORATION","SEAT","","BUSINESS LICENSES LLC","PO BOX 8000","","","MONSEY","NY","10952","732","305-378-7151","BURGER KING #7","","3051 CORAL WAY","","","MIAMI","FL","331453212","23","","1","09","SEA2301487","20","20","10/01/2020","08/26/2019","96","Risk Level 1",""
"200","2010","JOES STONE CRABS INC","SEAT","","","11 WASHINGTON AVE","","","MIAMI BEACH","FL","33139","23","","JOES STONE CRABS RESTAURANT","","11 WASHINGTON AVE","","","MIAMI BEACH","FL","33139","23","","1","01","SEA2300147","20","20","10/01/2020","11/12/2019","512","Risk Level 2",""
"200","2010","AKASHI JAPANESE RESTAURANT INC","SEAT","","ATTN: LARRY CHI","5301 SW 76 STREET","","","MIAMI","FL","33143-3645","23","(305)665-6261","AKASHI JAPANESE RESTAURANT","","5830 S DIXIE HWY","","","SOUTH MIAMI","FL","331433645","23","(305)665-6261","1","34","SEA2300159","20","20","10/01/2020","07/23/2019","60","Risk Level 2",""
"200","2010","AGHIOS GERASIMOS INC","SEAT","","","7201 BISCAYNE BLVD","","","MIAMI","FL","331385118","23","(305)754-3692","JIMMY'S EAST SIDE DINER","","7201 BISCAYNE BLVD","","","MIAMI","FL","331385118","23","(305)754-3692","1","30","SEA2300161","20","20","10/01/2020","12/10/2019","100","Risk Level 2",""
"200","2010","REDLAND DISTRICT GOLF AND COUNTRY CLUB INC","SEAT","","","24451 SW 177 AVE","","","HOMESTEAD","FL","33031","23","","REDLAND GOLF COUNTRY CLUB REST","","24451 SW 177 AVE","","","HOMESTEAD","FL","33031","23","(305)247-8503","1","25","SEA2302985","20","20","10/01/2020","07/23/2019","200","Risk Level 2",""
"200","2010","LA MEJOR DE HIALEAH REST CORP","SEAT","","","1000 E 15 ST","","","HIALEAH","FL","33010","23","(305)889-2001","LA MEJOR DE HIALEAH RESTAURANT","","1000 E 15 ST","","","HIALEAH","FL","330103314","23","(305)889-2001","1","10","SEA2301575","20","20","10/01/2020","11/14/2019","16","Risk Level 2",""
"200","2010","RQSCO CORP","SEAT","","","710 W 20 ST","","","HIALEAH","FL","330102430","23","(305)883-7343","OSCAR CAFE","","710 W 20 ST","","","HIALEAH","FL","330102430","23","(305)883-7343","1","10","SEA2303118","20","20","10/01/2020","12/16/2019","49","Risk Level 2",""
