"200","2010","BUNCH WILLIAM","SEAT","","","606 NE US HWY 19","","","CRYSTAL RIVER","FL","34429","19","(352)795-2633","OYSTERS RESTAURANT","","606 NE US HWY 19","","","CRYSTAL RIVER","FL","34429","19","(352)795-2633","3","26","SEA1900026","20","20","02/01/2020","06/29/2019","65","Risk Level 2","Risk Level 3"
"200","2010","HEIMANN CORP","SEAT","","","214 S US HWY 41","","","INVERNESS","FL","344504997","19","(352)726-2005","RESTAURANT B&W REXALL (THE)","","214 S US HWY 41","","","INVERNESS","FL","344504997","19","(352)726-2005","3","25","SEA1900029","20","20","02/01/2020","02/27/2019","135","Risk Level 2",""
"200","2010","LOIERO 5 INC","SEAT","","","5792 S SUNCOAST BLVD","","","HOMOSASSA","FL","344462601","19","(352)628-2454","TWO GUYS FROM ITALY RESTAURANT","","5792 S SUNCOAST BLVD","","","HOMOSASSA","FL","344462601","19","352-628-6955","3","26","SEA1900038","20","20","02/01/2020","02/07/2019","149","Risk Level 2",""
"200","2010","FOSTER FRANK D","NOST","","FRANK D FOSTER ","5045 W MEADOW ST","","","HOMOSASSA","FL","344462847","19","","FOSTERS DIXIE DOG","","6373 S SUNCOAST BLVD UNIT #3","HOWARD'S FLEA MARKET","","HOMOSASSA SPGS","FL","34446","19","(352)628-3891","3","26","NOS1900232","20","20","02/01/2020","06/08/2019","0","Risk Level 1",""
"200","2010","PRADO ENTERPRISES INC","SEAT","","","19175 N DALE MABRY HWY","","","LUTZ","FL","33548-4983","39","","MCDONALDS 4030","","625 NE HWY 19","","","CRYSTAL RIVER","FL","344295478","19","(352)564-0533","3","26","SEA1900253","20","20","02/01/2020","06/29/2019","140","Risk Level 1",""
"200","2010","JONBRO INC","SEAT","","JONBRO INC ","PO BOX 789950","","","WICHITA","KS","672789950","19","","PIZZA HUT OF INVERNESS","","940 W MAIN ST","","","INVERNESS","FL","344504626","19","(352)726-4880","3","25","SEA1900284","20","20","02/01/2020","07/06/2018","70","Risk Level 1",""
"200","2010","STUMPKNOCKERS ON THE SQUARE","SEAT","","","110 W MAIN ST","","","INVERNESS","FL","34450-4853","19","","STUMPKNOCKERS ON THE SQUARE","","110 W MAIN STREET","","","INVERNESS","FL","344504853","19","(352)726-2212","3","25","SEA1900970","20","20","02/01/2020","02/07/2019","200","Risk Level 2",""
"200","2010","WORTHINGTON GROUP (THE)","SEAT","","THE WORTHINGTON GROUP ","PO BOX 871","","","FRUITLAND PARK","FL","347310871","19","","SUBWAY","","97 S PINE AVE","","","INVERNESS","FL","344504809","19","(352)344-8996","3","25","SEA1900974","20","20","02/01/2020","02/27/2019","18","Risk Level 1",""
"200","2010","SHAMROCK INN INC","SEAT","","SHAMROCK INN INC ","PO BOX 984","","","FLORAL CITY","FL","34436","19","","SHAMROCK INN","","8343 E ORANGE AVE","","","FLORAL CITY","FL","34436","19","7266414","3","26","SEA1901034","20","20","02/01/2020","06/28/2019","80","Risk Level 2",""
"200","2010","ACKLEY INVESTMENT II","SEAT","","","10359 W HALLS RIVER RD","","","HOMOSASSA","FL","34448","19","3526289544","NATURES RESORT","","10359 W HALLS RIVER RD","","","HOMOSASSA","FL","34448","19","6289544","3","26","SEA1901095","20","20","02/01/2020","02/02/2019","40","Risk Level 1",""
"200","2010","CRYSTAL RIVER WINGS INC","SEAT","","","6738 W GULF TO LAKE HWY","","","CRYSTAL RIVER","FL","34429","19","5640377","BEEF O'BRADY'S","","6738 W GULF TO LAKE HWY","","","CRYSTAL RIVER","FL","34429","19","352-564-0544","3","26","SEA1901152","20","20","02/01/2020","06/25/2019","82","Risk Level 2",""
"200","2010","LIN AI MIN & ZHENG YOUNG HUA","SEAT","","","6744 W GULF TO LAKE HWY","","","CRYSTAL RIVER","FL","34429","19","5635315","HONG KONG CHINESE RESTAURANT","","6744 W GULF TO LAKE HWY","","","CRYSTAL RIVER","FL","34429","19","5635315","3","26","SEA1901156","20","20","02/01/2020","06/11/2019","10","Risk Level 2",""
"200","2010","CITRUS HILLS GOLF&COUNTRY CLUB","SEAT","","CITRUS HILLS INVEST PROP","2476 N ESSEX AVE","","","HERNANDO","FL","344425348","19","","GRILLE THE","","509 E HARTFORD ST","","","HERNANDO","FL","344423347","19","(352)746-6855","3","25","SEA1900458","20","20","02/01/2020","05/31/2019","200","Risk Level 2",""
"200","2010","CALDWELL & DEAN INC","SEAT","","THE ROLLER BARN ","PO BOX 217","","","INVERNESS","FL","344510217","19","","ROLLER BARN THE","","1740 N US HWY 41","","","INVERNESS","FL","344502411","19","(352)726-2044","3","25","SEA1900462","20","20","02/01/2020","06/20/2019","40","Risk Level 1",""
"200","2010","PALEROS INC","SEAT","","","5446 S SUNCOAST BLVD","","","HOMOSASSA","FL","344462002","19","(352)628-0800","SUGARMILL REST (DBA)","","5446 S SUNCOAST BLVD","","","HOMOSASSA","FL","344462002","19","(352)628-0800","3","26","SEA1900589","20","20","02/01/2020","02/05/2019","70","Risk Level 2",""
"200","2010","ARMSTEAD FLYNN & DIANA","SEAT","","","5813 N CARL G ROSE HWY","","","HERNANDO","FL","344422139","19","(352)637-4700","ARMANTE'S RESTAURANT","","5813 N CARL G ROSE HWY","","","HERNANDO","FL","344422139","19","(352)637-4700","3","25","SEA1900701","20","20","02/01/2020","06/19/2019","100","Risk Level 2",""
"200","2010","ROOT VICKI & ROBERT","SEAT","","","12311 E GULF TO LAKE HWY","","","INVERNESS","FL","344503129","19","(352)822-5563","FISHERMAN'S COVE","","12311 E GULF TO LAKE HWY","","","INVERNESS","FL","344503129","19","352-637-5888","3","25","SEA1900897","20","20","02/01/2020","06/20/2019","50","Risk Level 2",""
"200","2010","KERNZ KIM","SEAT","","KIM KERNZ ","7144 S SPARTAN AVE","","","HOMOSASSA","FL","34446","19","","KIM'S CAFE","","3910 S SUNCOAST LVD","","","HOMOSASSA","FL","34448","19","6283225","3","26","SEA1901088","20","20","02/01/2020","02/04/2019","56","Risk Level 2",""
"200","2010","MACRAE'S OF HOMOSASSA INC","SEAT","","","5300 S CHEROKEE WAY","","","HOMOSASSA","FL","34448","19","6285714","SHED","","5300 S CHEROKEE WAY","","","HOMOSASSA","FL","34448","19","6285714","3","26","SEA1901090","20","20","02/01/2020","06/29/2019","105","Risk Level 1",""
"200","2010","GEMINI GRAPHICS PRINTING INC","SEAT","","","P O BOX 108","","","HOMOSASSA","FL","34487","19","","MUSEUM CAFE","","10466 W YULEE DR HWY 490","","","HOMOSASSA","FL","34448","19","6781081","3","26","SEA1901132","20","20","02/01/2020","05/06/2019","15","Risk Level 1",""
"200","2010","KNEEDIN DOUGH INC","NOST","","SCOTT A MOORE","9745 E GOLDFINCH LN","","","INVERNESS","FL","34450","19","","DOMINOS","","213 E HIGHLAND BLVD","","","INVERNESS","FL","34452","19","6375300","3","25","NOS1901096","20","20","02/01/2020","10/01/2018","0","Risk Level 1",""
"200","2010","INVERNESS GOLF & CTRY CLUB","SEAT","","","3150 S CTRY CLUB DR","","","INVERNESS","FL","34450","19","(352)726-2583","INVERNESS GOLF CLB D R","","3150 S CTRY CLUB DR","","","INVERNESS","FL","34450","19","(352)726-2583","3","25","SEA1900031","20","20","02/01/2020","04/09/2019","145","Risk Level 2",""
"200","2010","SPORTSMAN'S INC","SEAT","","","100 N FLORIDA AVE","","","INVERNESS","FL","344531605","19","(352)726-2873","SPORTSMEN'S BOWL","","100 N FLORIDA AVE","","","INVERNESS","FL","344531605","19","(352)726-2873","3","25","SEA1900046","20","20","02/01/2020","06/19/2019","48","Risk Level 1",""
"200","2010","BRASSBOYS ENTERPRISES INC","SEAT","","","8690 N GOLF VIEW DR","","","CITRUS SPGS","FL","344345820","19","(352)489-5045","CITRUS SPGS GOLF&COUNTRY CLUB","","8690 N GOLF VIEW DR","","","CITRUS SPGS","FL","344345820","19","(352)489-5045","3","25","SEA1900126","20","20","02/01/2020","05/09/2019","80","Risk Level 2",""
"200","2010","SUNTACC & COMPANY","SEAT","","SUNTACC & CO INC C/O SUGARMILL","WOODS CNTRY CL ONE DOUGLAS ST","","","HOMOSASSA","FL","34446","19","","SUGARMILL WOODS COUNTRY CLUB","","1 DOUGLAS ST","","","HOMOSASSA","FL","34446","19","(352)382-3838","3","26","SEA1900189","20","20","02/01/2020","06/06/2019","212","Risk Level 2",""
"200","2010","JONBRO INC","SEAT","","","PO BOX 789950","","","WICHITA","KS","672789950","716","","PIZZA HUT OF CRYSTAL RIVER","","850 SE US HWY 19","","","CRYSTAL RIVER","FL","344294812","19","(352)795-6116","3","26","SEA1900221","20","20","02/01/2020","06/29/2019","60","Risk Level 1",""
"200","2010","HALLAL MIKE","SEAT","","","4538 S SUNCOAST BLVD","","","HOMOSASSA","FL","344461103","19","(352)628-5544","LUIGIS PIZZA","","4538 S SUNCOAST BLVD","","","HOMOSASSA","FL","344461103","19","(352)628-5544","3","26","SEA1900393","20","20","02/01/2020","06/25/2019","60","Risk Level 2",""
