D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2765099,5,Food,Complaint Full,Admin. Complaint Callback Complied,4/12/2018,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6524349
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2765099,4,Food,Complaint Full,Call Back - Complied,3/29/2018,,,3,0,2,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5790569,6497210
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2765099,3,Food,Complaint Full,"Call Back - Extension given, pending",3/1/2018,,,3,0,2,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5790569,6489366
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2765099,1,Food,Complaint Full,Emergency order recommended,2/16/2018,,,34,9,9,16,Y,1,0,2,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,1,1,0,4,0,2,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5790569,6482695
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2765099,2,Food,Complaint Full,Emergency Order Callback Time Extension,2/16/2018,,,11,3,5,3,Y,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5790569,6488972
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2740470,1,Food,Routine - Food,Inspection Completed - No Further Action,2/1/2018,,,10,2,3,5,Y,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6385851
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2744740,2,Food,Complaint Full,Call Back - Complied,10/31/2017,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6410138
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2744740,1,Food,Complaint Full,Warning Issued,10/23/2017,,,9,1,2,6,Y,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6407211
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2708399,2,Food,Routine - Food,Call Back - Complied,10/11/2017,,,2,0,0,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6385619
D7,18,Charlotte,2010,1800013,HURRICANE CHARLEY'S RAW BAR & GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,33950,2708399,1,Food,Routine - Food,Warning Issued,9/6/2017,,,12,4,3,5,Y,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5790569,6286942
